Page Size,Number of physical frames,TLB size,Total number of pages used,Total number of TLB misses,Total number of page faults,Total number of page outs
128,4,3,117,19,14,2
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,  
